Industry,Employees,Cloud_Usage,Firewall_Installed,EDR_Installed,SIEM_Installed,MFA_Enabled,DLP_Enabled,Compliance_Requirement,Main_Threat_Concern,Security_Budget,Risk_Level,Recommended_Solution
Insurance,2500,Medium,No,No,No,Yes,No,NIST,Malware,Enterprise,Low,WAF
Banking,5000,None,Yes,No,No,Yes,No,GDPR,Malware,Very Low,Medium,CASB
Logistics,10000,None,No,No,No,No,No,SOC2,Cloud Security,Medium,High,XDR Platform
Finance,50,Low,No,Yes,Yes,No,No,IEC62443,Shadow IT,Very Low,Medium,MDR Service
Education,10000,Very High,No,No,No,Yes,No,COBIT,Zero-Day Exploit,Medium,Medium,Vulnerability Management
Pharmaceutical,10000,None,Yes,No,Yes,Yes,No,PCI-DSS,Business Email Compromise,Low,Low,ZTNA Solution
E-Commerce,100,Medium,Yes,No,No,Yes,No,CMMC,Business Email Compromise,Very Low,High,Attack Surface Management
E-Commerce,250,Very High,Yes,No,No,Yes,Yes,SOX,Ransomware,Medium,High,WAF
Oil & Gas,1000,High,No,No,Yes,Yes,No,NERC-CIP,Supply Chain Attack,Medium,Low,Email Security Gateway
Telecommunications,10000,High,Yes,Yes,No,No,No,NIST,Credential Theft,High,Medium,Email Security Gateway
Finance,2500,High,Yes,No,Yes,No,No,IEC62443,API Attack,Medium,Low,Ransomware Protection
Education,10000,High,Yes,Yes,No,No,Yes,FedRAMP,Malware,High,High,Data Encryption Platform
Real Estate,500,High,Yes,Yes,No,No,No,NIST,Web Application Attack,Enterprise,High,Ransomware Protection
Real Estate,250,None,No,No,No,Yes,No,ISO27001,Cloud Security,Enterprise,Low,Threat Intelligence Platform
Oil & Gas,2500,Low,No,Yes,No,No,No,CMMC,Zero-Day Exploit,Medium,Low,EDR Platform
Technology,5000,Very High,No,Yes,Yes,No,No,HITRUST,Cloud Security,Low,High,MDR Service
Banking,5000,Low,Yes,No,Yes,No,No,GDPR,DDoS,Medium,Low,NAC
Finance,100,None,No,No,Yes,Yes,No,FISMA,Business Email Compromise,Low,Critical,PAM
Hospitality,250,Very High,Yes,Yes,Yes,No,Yes,FedRAMP,Cloud Security,Very Low,Medium,NAC
Retail,250,Low,No,Yes,Yes,Yes,No,COBIT,Insider Threat,Low,Medium,IAM
Media,5000,High,No,Yes,No,No,No,FISMA,Credential Theft,Medium,High,Attack Surface Management
Oil & Gas,1000,None,Yes,No,No,Yes,Yes,NIST,Web Application Attack,High,High,WAF
Media,2500,High,Yes,Yes,No,No,No,SOC2,API Attack,High,High,SIEM Solution
Pharmaceutical,5000,None,Yes,No,No,Yes,Yes,SOX,Phishing,Low,Critical,MDR Service
E-Commerce,10000,None,No,Yes,No,No,Yes,HIPAA,DDoS,Medium,Critical,Cloud Security Platform
E-Commerce,500,None,No,No,No,No,No,SOC2,Phishing,Medium,Low,Data Encryption Platform
Insurance,100,None,No,Yes,No,No,No,PCI-DSS,Web Application Attack,Medium,Critical,WAF
Media,500,Very High,No,Yes,Yes,Yes,Yes,SOX,Privilege Escalation,Very Low,Medium,Cloud Security Platform
Government,100,Very High,No,Yes,No,Yes,Yes,GDPR,Web Application Attack,Low,Critical,Vulnerability Management
Telecommunications,5000,Low,Yes,No,No,No,Yes,CCPA,Business Email Compromise,Low,Medium,Security Awareness Training
Banking,10000,Low,Yes,Yes,Yes,No,Yes,COBIT,Data Breach,High,Medium,Cloud Security Platform
Media,500,High,No,No,No,No,No,FedRAMP,APT,Medium,Low,XDR Platform
Logistics,100,High,Yes,No,Yes,Yes,Yes,FedRAMP,API Attack,High,High,Data Encryption Platform
Technology,250,Medium,Yes,No,Yes,No,Yes,HITRUST,IoT Attack,Enterprise,Critical,CASB
Insurance,5000,Very High,Yes,No,Yes,No,Yes,SOC2,Web Application Attack,Low,Low,SOC-as-a-Service
Oil & Gas,10000,Medium,No,No,Yes,No,Yes,HIPAA,IoT Attack,High,Medium,SOC-as-a-Service
Technology,100,High,Yes,No,No,Yes,No,GDPR,Cloud Security,High,Critical,DLP Solution
Education,10000,None,Yes,Yes,Yes,Yes,Yes,NERC-CIP,Privilege Escalation,High,Medium,MDR Service
Energy,250,Low,Yes,No,Yes,No,No,NERC-CIP,Malware,Low,Low,ZTNA Solution
Government,10000,Low,Yes,Yes,Yes,No,No,SOC2,Credential Theft,Low,Low,MDR Service
Media,500,High,No,Yes,No,Yes,Yes,HIPAA,Insider Threat,Low,Low,MDR Service
Oil & Gas,100,Very High,Yes,Yes,Yes,No,Yes,NERC-CIP,Nation-State Attack,Medium,Low,XDR Platform
Government,100,None,No,Yes,No,No,Yes,COBIT,OT Attack,Medium,Medium,Ransomware Protection
Hospitality,100,None,Yes,Yes,Yes,Yes,No,GDPR,Phishing,Very Low,High,IAM
Logistics,1000,Medium,No,Yes,Yes,No,Yes,CCPA,API Attack,Medium,Medium,Threat Intelligence Platform
Government,500,None,Yes,Yes,No,No,No,COBIT,Shadow IT,Very Low,Critical,Cloud Security Platform
Media,5000,High,No,No,No,No,Yes,SOX,Shadow IT,Very Low,Low,EDR Platform
Government,250,High,No,Yes,Yes,No,No,FISMA,Zero-Day Exploit,Medium,Low,PAM
Insurance,5000,Low,No,Yes,No,Yes,No,NIST,Data Breach,High,Low,NAC
Real Estate,10000,None,No,Yes,No,No,No,GDPR,Web Application Attack,Enterprise,Medium,Data Encryption Platform
E-Commerce,250,Medium,No,No,No,No,Yes,SOX,Credential Theft,Low,Low,Security Awareness Training
Real Estate,500,Medium,No,No,No,No,No,HITRUST,Malware,Enterprise,High,IAM
Hospitality,500,Medium,Yes,Yes,No,No,Yes,PCI-DSS,API Attack,Medium,Critical,Ransomware Protection
Government,5000,High,Yes,No,No,No,No,PCI-DSS,Insider Threat,Very Low,High,EDR Platform
Education,100,High,No,Yes,No,Yes,Yes,COBIT,DDoS,High,High,DLP Solution
Hospitality,100,High,Yes,No,No,Yes,No,FISMA,Business Email Compromise,Medium,Medium,Cloud Security Platform
Technology,10000,None,Yes,No,Yes,No,No,ISO27001,Insider Threat,Enterprise,Low,Security Awareness Training
Insurance,50,Very High,No,No,No,No,No,SOC2,Supply Chain Attack,Enterprise,High,XDR Platform
Hospitality,5000,None,No,Yes,Yes,Yes,No,FISMA,Cryptojacking,Low,Low,SIEM Solution
Hospitality,10000,High,No,No,Yes,Yes,No,COBIT,API Attack,Low,Critical,Data Encryption Platform
Energy,250,None,Yes,No,No,Yes,No,FedRAMP,Web Application Attack,Very Low,Critical,DLP Solution
Manufacturing,2500,High,Yes,No,No,Yes,Yes,FedRAMP,Ransomware,Enterprise,Critical,XDR Platform
Healthcare,50,High,No,Yes,Yes,Yes,Yes,NERC-CIP,Malware,Medium,Low,Ransomware Protection
Defense,250,Low,No,No,Yes,Yes,Yes,SOC2,DDoS,High,Low,Attack Surface Management
Logistics,100,Medium,No,No,No,No,No,COBIT,Ransomware,High,Medium,WAF
Technology,5000,None,Yes,No,No,Yes,No,NERC-CIP,Credential Theft,Very Low,Medium,Attack Surface Management
Government,2500,Low,No,Yes,Yes,Yes,No,HIPAA,Cloud Security,Medium,Critical,DLP Solution
Finance,250,Very High,Yes,No,Yes,Yes,No,COBIT,Zero-Day Exploit,Enterprise,High,Email Security Gateway
Oil & Gas,1000,None,No,No,Yes,Yes,Yes,NERC-CIP,Cryptojacking,Medium,Low,Data Encryption Platform
Manufacturing,500,None,No,Yes,No,Yes,No,GDPR,Supply Chain Attack,Enterprise,Critical,Ransomware Protection
Manufacturing,2500,Low,Yes,Yes,Yes,No,Yes,GDPR,Data Breach,Medium,Medium,Attack Surface Management
Pharmaceutical,10000,Low,Yes,No,Yes,Yes,Yes,ISO27001,Insider Threat,Low,Critical,Threat Intelligence Platform
Insurance,500,High,Yes,No,Yes,No,No,IEC62443,Supply Chain Attack,Enterprise,Medium,DLP Solution
Pharmaceutical,250,None,No,No,No,Yes,Yes,CMMC,Phishing,Medium,Critical,Data Encryption Platform
Defense,1000,Low,No,No,No,No,Yes,NERC-CIP,Privilege Escalation,Enterprise,Medium,Security Awareness Training
Media,5000,Low,Yes,Yes,No,No,No,FedRAMP,Cloud Security,Very Low,Critical,WAF
Energy,250,High,No,No,No,Yes,No,IEC62443,Data Breach,Very Low,High,Ransomware Protection
Government,50,Very High,No,No,Yes,No,No,GDPR,Insider Threat,Low,Critical,Email Security Gateway
Logistics,2500,Very High,No,No,No,Yes,Yes,HITRUST,Zero-Day Exploit,High,Critical,SIEM Solution
Government,500,Very High,Yes,Yes,No,Yes,Yes,HITRUST,Nation-State Attack,Very Low,Medium,XDR Platform
Energy,1000,High,Yes,No,No,Yes,Yes,NERC-CIP,Phishing,Very Low,High,MDR Service
Government,500,None,No,No,Yes,Yes,Yes,HITRUST,Nation-State Attack,Enterprise,Low,EDR Platform
Oil & Gas,2500,Low,No,No,Yes,No,No,NIST,Data Breach,Enterprise,Low,NAC
Retail,1000,None,Yes,No,Yes,No,No,HIPAA,Nation-State Attack,High,High,ZTNA Solution
Media,5000,Medium,No,No,Yes,No,Yes,NIST,Data Breach,Low,Medium,Cloud Security Platform
Hospitality,2500,Very High,No,Yes,Yes,Yes,No,FedRAMP,Phishing,Very Low,Low,NAC
Hospitality,50,Medium,No,Yes,No,Yes,Yes,NERC-CIP,OT Attack,Very Low,Low,Security Awareness Training
Retail,2500,Very High,No,Yes,No,Yes,Yes,HITRUST,API Attack,Medium,Medium,Threat Intelligence Platform
Pharmaceutical,5000,High,No,Yes,Yes,No,Yes,COBIT,APT,Medium,High,Ransomware Protection
Pharmaceutical,250,Medium,No,Yes,No,No,Yes,SOC2,Privilege Escalation,High,Medium,IAM
Technology,2500,None,No,No,Yes,No,No,FISMA,Malware,Very Low,Critical,CASB
Healthcare,10000,None,No,No,No,Yes,Yes,SOC2,Shadow IT,Low,Critical,SOC-as-a-Service
Manufacturing,250,Medium,Yes,Yes,No,No,Yes,CMMC,Privilege Escalation,Enterprise,Low,SIEM Solution
Telecommunications,2500,Low,Yes,No,Yes,No,Yes,CCPA,Phishing,High,Low,EDR Platform
Technology,250,High,Yes,No,Yes,Yes,No,NIST,Web Application Attack,Enterprise,High,NAC
Technology,5000,Medium,Yes,Yes,Yes,Yes,Yes,SOC2,OT Attack,Enterprise,Medium,Ransomware Protection
Energy,500,Low,Yes,No,No,Yes,No,ISO27001,Supply Chain Attack,High,Critical,NAC
Transportation,250,Medium,Yes,Yes,No,Yes,Yes,FedRAMP,Web Application Attack,Enterprise,Medium,Security Awareness Training
Media,250,High,Yes,Yes,Yes,Yes,No,IEC62443,Shadow IT,High,High,Cloud Security Platform
Real Estate,5000,Very High,No,Yes,No,Yes,Yes,SOX,Data Breach,Medium,Critical,CASB
Media,2500,Medium,No,No,Yes,No,No,COBIT,Privilege Escalation,Very Low,Low,Ransomware Protection
Finance,100,Low,Yes,No,No,No,No,FISMA,Data Breach,Enterprise,Medium,Email Security Gateway
Manufacturing,50,Very High,Yes,No,Yes,No,No,GDPR,Credential Theft,Very Low,Low,Cloud Security Platform
Transportation,2500,Medium,Yes,No,Yes,Yes,No,FISMA,Supply Chain Attack,Low,High,WAF
Insurance,250,High,Yes,No,No,No,No,CMMC,Insider Threat,Very Low,Critical,PAM
Oil & Gas,100,High,No,No,Yes,No,No,COBIT,Data Breach,Very Low,Low,SIEM Solution
E-Commerce,5000,High,Yes,No,Yes,No,Yes,SOX,Privilege Escalation,High,Low,CASB
Transportation,50,None,Yes,No,Yes,Yes,Yes,SOX,Phishing,Low,High,Data Encryption Platform
Oil & Gas,250,Medium,No,No,No,No,No,IEC62443,Phishing,Medium,Low,XDR Platform
Hospitality,50,Medium,Yes,No,Yes,Yes,Yes,ISO27001,OT Attack,Low,Critical,EDR Platform
Defense,500,Low,Yes,No,No,Yes,No,SOX,Zero-Day Exploit,High,High,Data Encryption Platform
Technology,2500,High,Yes,Yes,No,No,No,COBIT,Phishing,High,High,EDR Platform
Defense,10000,None,Yes,No,Yes,No,Yes,CCPA,Shadow IT,Enterprise,Critical,Vulnerability Management
Retail,10000,Very High,No,No,Yes,Yes,Yes,ISO27001,Credential Theft,Low,Low,SOC-as-a-Service
Banking,500,High,Yes,No,No,Yes,No,NIST,Supply Chain Attack,Very Low,High,NAC
Telecommunications,50,High,No,Yes,No,Yes,No,FISMA,Zero-Day Exploit,Very Low,Medium,PAM
Insurance,100,Medium,No,No,No,No,Yes,FISMA,Malware,Very Low,Critical,Email Security Gateway
Finance,100,High,Yes,No,No,No,Yes,GDPR,Credential Theft,Medium,High,MDR Service
Finance,250,Very High,Yes,No,No,Yes,Yes,HITRUST,Privilege Escalation,Medium,High,XDR Platform
Transportation,500,Low,No,No,No,No,Yes,NIST,Phishing,Very Low,High,EDR Platform
Media,50,None,Yes,Yes,No,No,Yes,NIST,Cryptojacking,Enterprise,Critical,XDR Platform
Defense,5000,Low,No,Yes,Yes,Yes,Yes,SOC2,IoT Attack,High,Medium,CASB
Hospitality,50,Very High,Yes,No,No,No,Yes,IEC62443,Zero-Day Exploit,Enterprise,Critical,SIEM Solution
Transportation,250,Very High,Yes,No,Yes,Yes,No,FedRAMP,Cloud Security,Enterprise,High,Email Security Gateway
Energy,2500,Very High,Yes,No,No,No,Yes,SOX,Supply Chain Attack,Low,Low,NAC
Energy,2500,Medium,No,Yes,No,Yes,No,ISO27001,Cryptojacking,High,High,CASB
Logistics,1000,High,Yes,No,No,Yes,No,HIPAA,Privilege Escalation,Low,Critical,Ransomware Protection
Transportation,50,Medium,Yes,Yes,No,Yes,No,ISO27001,Nation-State Attack,Low,Critical,SOC-as-a-Service
Oil & Gas,250,None,Yes,Yes,No,No,No,CMMC,Supply Chain Attack,Low,Low,Threat Intelligence Platform
Oil & Gas,1000,Low,No,Yes,No,Yes,Yes,PCI-DSS,Web Application Attack,Low,Low,ZTNA Solution
Finance,100,High,No,Yes,Yes,Yes,Yes,NIST,Web Application Attack,Medium,Medium,Attack Surface Management
Government,100,High,Yes,Yes,Yes,Yes,Yes,HIPAA,Supply Chain Attack,Very Low,Critical,MDR Service
Defense,10000,None,No,No,Yes,No,No,FISMA,APT,Medium,Critical,SOC-as-a-Service
Energy,5000,Very High,Yes,Yes,Yes,Yes,No,COBIT,Cryptojacking,Enterprise,Medium,Vulnerability Management
Oil & Gas,250,Very High,Yes,Yes,Yes,Yes,No,SOX,Credential Theft,Enterprise,Low,Security Awareness Training
Technology,5000,Very High,Yes,No,Yes,Yes,No,FedRAMP,Nation-State Attack,High,High,SOC-as-a-Service
Real Estate,5000,Medium,Yes,No,Yes,No,No,FedRAMP,Malware,Low,Critical,Security Awareness Training
E-Commerce,10000,Low,No,Yes,Yes,No,No,CCPA,Credential Theft,High,Critical,ZTNA Solution
Hospitality,5000,Medium,Yes,Yes,No,Yes,No,GDPR,Phishing,Low,High,Ransomware Protection
Pharmaceutical,5000,Very High,No,No,Yes,No,Yes,CCPA,Data Breach,Medium,High,Cloud Security Platform
Hospitality,100,Low,Yes,No,Yes,No,No,FISMA,Insider Threat,Enterprise,Medium,Data Encryption Platform
Oil & Gas,1000,High,Yes,No,No,Yes,Yes,SOC2,Supply Chain Attack,Very Low,Critical,Security Awareness Training
Education,1000,Very High,Yes,Yes,No,No,No,GDPR,Shadow IT,Low,Medium,IAM
Telecommunications,1000,Low,Yes,Yes,Yes,Yes,No,COBIT,Nation-State Attack,Enterprise,High,ZTNA Solution
Finance,250,Very High,Yes,No,Yes,Yes,Yes,COBIT,DDoS,Medium,High,EDR Platform
Oil & Gas,100,High,No,No,Yes,Yes,No,CMMC,Insider Threat,Very Low,Medium,SOC-as-a-Service
Insurance,250,Very High,No,Yes,No,Yes,Yes,ISO27001,Credential Theft,Very Low,Critical,Security Awareness Training
Banking,2500,Low,Yes,Yes,No,No,No,CMMC,Credential Theft,Medium,Critical,Cloud Security Platform
Pharmaceutical,500,High,Yes,Yes,No,No,No,NIST,Shadow IT,Very Low,Medium,Cloud Security Platform
Technology,2500,None,No,Yes,No,No,No,FISMA,Zero-Day Exploit,Very Low,Low,Data Encryption Platform
Finance,2500,Very High,No,No,Yes,No,No,CCPA,Phishing,Low,Medium,NAC
Transportation,500,None,Yes,No,Yes,Yes,No,NIST,Zero-Day Exploit,Medium,Critical,XDR Platform
Insurance,1000,Medium,No,No,Yes,Yes,Yes,CCPA,OT Attack,Very Low,High,XDR Platform
Finance,250,Low,Yes,Yes,No,No,Yes,HIPAA,Privilege Escalation,Very Low,High,CASB
Retail,2500,Medium,Yes,Yes,Yes,Yes,Yes,CCPA,Shadow IT,Very Low,Low,NAC
Energy,250,Low,No,Yes,Yes,Yes,No,FedRAMP,Privilege Escalation,High,Medium,CASB
Technology,5000,Low,Yes,Yes,No,No,Yes,IEC62443,Cloud Security,Medium,Low,Data Encryption Platform
Defense,5000,Very High,No,Yes,Yes,No,No,NIST,Malware,High,Medium,Security Awareness Training
Manufacturing,250,High,Yes,No,No,Yes,No,HIPAA,Phishing,Very Low,Medium,EDR Platform
Pharmaceutical,1000,High,No,Yes,Yes,Yes,No,NIST,Zero-Day Exploit,Medium,High,Threat Intelligence Platform
Energy,1000,Medium,Yes,Yes,No,Yes,No,GDPR,DDoS,Enterprise,Critical,EDR Platform
Education,500,Low,No,No,Yes,Yes,No,PCI-DSS,Zero-Day Exploit,Low,Medium,WAF
Telecommunications,250,Low,Yes,Yes,Yes,No,Yes,HITRUST,DDoS,Enterprise,Medium,PAM
Real Estate,50,Low,No,No,No,No,No,SOC2,Phishing,Low,Critical,XDR Platform
Real Estate,50,High,No,Yes,No,No,No,NIST,Data Breach,Enterprise,High,EDR Platform
Healthcare,100,Medium,No,No,No,Yes,Yes,IEC62443,Web Application Attack,Medium,High,Data Encryption Platform
Real Estate,1000,Medium,Yes,Yes,Yes,No,Yes,NIST,Nation-State Attack,Medium,High,Ransomware Protection
Technology,100,High,No,No,Yes,Yes,No,COBIT,Ransomware,High,Medium,Vulnerability Management
E-Commerce,2500,Very High,Yes,Yes,Yes,No,No,SOC2,Web Application Attack,Low,Medium,Ransomware Protection
Technology,1000,Low,Yes,Yes,No,No,No,FedRAMP,Business Email Compromise,Medium,Low,CASB
Technology,100,Very High,Yes,No,Yes,No,Yes,ISO27001,Phishing,High,Low,ZTNA Solution
Insurance,1000,Very High,No,No,Yes,Yes,Yes,CMMC,OT Attack,Enterprise,High,Cloud Security Platform
Government,10000,None,No,No,Yes,No,Yes,CCPA,DDoS,Enterprise,Medium,Attack Surface Management
Hospitality,500,Very High,Yes,Yes,No,No,Yes,HIPAA,Ransomware,Enterprise,Critical,ZTNA Solution
Insurance,500,None,No,Yes,Yes,Yes,Yes,IEC62443,Credential Theft,Enterprise,Medium,SIEM Solution
Government,2500,Medium,No,Yes,Yes,No,No,SOX,OT Attack,Medium,Low,Ransomware Protection
Oil & Gas,1000,Medium,Yes,No,No,No,No,FISMA,API Attack,Very Low,High,Ransomware Protection
Retail,5000,Very High,No,Yes,No,Yes,Yes,IEC62443,Malware,Very Low,Low,WAF
Retail,5000,None,No,No,No,Yes,Yes,SOC2,Cloud Security,Low,High,DLP Solution
Government,1000,Low,No,Yes,Yes,No,Yes,ISO27001,Supply Chain Attack,Very Low,Critical,SOC-as-a-Service
Real Estate,5000,Very High,No,Yes,Yes,No,Yes,HITRUST,Business Email Compromise,Very Low,High,SOC-as-a-Service
Insurance,100,High,Yes,No,No,Yes,No,HITRUST,DDoS,Low,Low,DLP Solution
Transportation,1000,High,Yes,Yes,No,No,Yes,CCPA,Nation-State Attack,High,Low,CASB
Media,5000,Low,Yes,No,No,No,No,HIPAA,Cloud Security,Medium,Medium,XDR Platform
Insurance,5000,High,No,Yes,Yes,No,No,IEC62443,Cryptojacking,Very Low,Low,CASB
Government,500,Very High,Yes,No,No,Yes,No,HIPAA,OT Attack,High,Medium,ZTNA Solution
Pharmaceutical,2500,Medium,No,No,No,Yes,No,PCI-DSS,Privilege Escalation,Very Low,Medium,Threat Intelligence Platform
Education,2500,Low,Yes,Yes,Yes,Yes,Yes,NIST,DDoS,High,Medium,NAC
E-Commerce,10000,None,Yes,No,No,Yes,Yes,SOC2,Privilege Escalation,High,High,SOC-as-a-Service
Telecommunications,2500,Low,No,No,No,Yes,No,CCPA,Shadow IT,Very Low,Critical,WAF
E-Commerce,250,Low,Yes,No,Yes,No,No,FedRAMP,Shadow IT,Enterprise,High,EDR Platform
Energy,50,Low,No,Yes,Yes,No,Yes,ISO27001,Insider Threat,Low,Low,MDR Service
Banking,50,Low,No,Yes,No,No,Yes,FISMA,Nation-State Attack,Enterprise,Medium,Threat Intelligence Platform
Real Estate,2500,Low,Yes,Yes,No,No,No,SOC2,Nation-State Attack,Enterprise,High,DLP Solution
Finance,5000,Low,Yes,Yes,No,Yes,Yes,GDPR,DDoS,High,Medium,EDR Platform
Energy,5000,Low,Yes,No,No,Yes,No,ISO27001,APT,Very Low,High,DLP Solution
Retail,5000,None,No,No,Yes,No,No,HIPAA,Zero-Day Exploit,High,High,Threat Intelligence Platform
Government,2500,Very High,No,Yes,No,No,No,NIST,API Attack,Very Low,Medium,EDR Platform
Technology,1000,Low,Yes,No,No,Yes,No,FedRAMP,Supply Chain Attack,Very Low,Critical,Vulnerability Management
Finance,2500,Very High,No,Yes,No,No,No,HITRUST,Malware,Enterprise,Low,Attack Surface Management
E-Commerce,2500,Medium,No,No,No,No,No,NERC-CIP,Web Application Attack,Low,Medium,DLP Solution
Healthcare,50,None,No,No,No,Yes,Yes,HITRUST,Zero-Day Exploit,Low,High,EDR Platform
Energy,100,Low,Yes,No,No,Yes,No,CMMC,APT,Enterprise,Medium,Cloud Security Platform
Pharmaceutical,2500,Very High,Yes,No,No,No,No,COBIT,Ransomware,Medium,Medium,EDR Platform
Real Estate,250,High,Yes,No,Yes,No,Yes,SOC2,Cloud Security,Enterprise,Critical,PAM
Oil & Gas,2500,High,Yes,Yes,Yes,Yes,Yes,FedRAMP,Nation-State Attack,Medium,Low,EDR Platform
Real Estate,250,None,No,No,No,Yes,Yes,CCPA,IoT Attack,Enterprise,Medium,Vulnerability Management
Media,10000,Low,No,Yes,Yes,No,No,FISMA,Credential Theft,Enterprise,High,ZTNA Solution
Transportation,2500,Low,No,No,Yes,Yes,Yes,ISO27001,Data Breach,Very Low,Critical,DLP Solution
Real Estate,2500,None,Yes,Yes,No,No,No,PCI-DSS,APT,High,High,SOC-as-a-Service
Banking,100,None,Yes,Yes,Yes,Yes,Yes,GDPR,Cloud Security,Enterprise,Low,Attack Surface Management
Healthcare,10000,Very High,Yes,No,No,Yes,No,HIPAA,IoT Attack,Very Low,High,CASB
Healthcare,500,Low,No,No,No,Yes,No,SOX,OT Attack,High,Low,Security Awareness Training
Oil & Gas,10000,Low,No,No,Yes,No,Yes,FedRAMP,Business Email Compromise,Medium,Low,Email Security Gateway
Retail,250,None,No,Yes,No,No,No,NERC-CIP,OT Attack,High,Critical,Security Awareness Training
Transportation,500,Medium,No,No,Yes,Yes,No,GDPR,Privilege Escalation,High,Critical,Security Awareness Training
Oil & Gas,5000,High,Yes,Yes,Yes,Yes,No,SOX,Zero-Day Exploit,Very Low,Critical,XDR Platform
Logistics,5000,Low,No,Yes,Yes,Yes,No,FedRAMP,IoT Attack,Low,High,Data Encryption Platform
Retail,500,Low,Yes,Yes,Yes,No,No,SOC2,Privilege Escalation,Enterprise,Low,WAF
Insurance,50,Very High,Yes,No,No,No,No,PCI-DSS,Web Application Attack,Low,Low,Threat Intelligence Platform
E-Commerce,5000,High,Yes,Yes,No,No,Yes,COBIT,Web Application Attack,Enterprise,Medium,PAM
Hospitality,2500,Medium,No,No,No,Yes,Yes,GDPR,Shadow IT,Medium,High,ZTNA Solution
Telecommunications,50,Very High,No,Yes,No,No,Yes,COBIT,Insider Threat,Low,Critical,MDR Service
Retail,2500,Very High,Yes,Yes,No,No,No,NERC-CIP,Cryptojacking,Medium,High,ZTNA Solution
Retail,2500,Low,No,No,Yes,Yes,Yes,SOX,APT,Low,Critical,EDR Platform
Media,10000,Medium,Yes,Yes,Yes,No,No,NIST,Nation-State Attack,Very Low,Critical,SIEM Solution
Education,2500,Very High,No,No,Yes,No,No,SOC2,Cloud Security,Low,Critical,EDR Platform
Energy,5000,Very High,Yes,No,Yes,Yes,Yes,NERC-CIP,Cloud Security,Low,High,MDR Service
Finance,50,None,Yes,No,Yes,Yes,Yes,NERC-CIP,Credential Theft,Low,High,SOC-as-a-Service
Real Estate,500,Very High,No,No,No,No,No,FedRAMP,OT Attack,Low,High,PAM
Pharmaceutical,5000,High,Yes,Yes,Yes,No,No,CCPA,Business Email Compromise,Very Low,Critical,SIEM Solution
Logistics,1000,Very High,No,No,Yes,No,Yes,HIPAA,Business Email Compromise,Enterprise,High,Security Awareness Training
Retail,10000,None,No,Yes,No,No,Yes,CCPA,IoT Attack,Medium,Medium,SIEM Solution
Insurance,100,None,Yes,No,No,No,No,PCI-DSS,IoT Attack,Low,Critical,Ransomware Protection
Finance,10000,Low,Yes,No,Yes,Yes,Yes,CMMC,Business Email Compromise,Medium,Critical,Attack Surface Management
Media,50,Very High,No,Yes,No,Yes,Yes,PCI-DSS,Privilege Escalation,High,Low,XDR Platform
Oil & Gas,250,Medium,Yes,No,No,No,Yes,PCI-DSS,Credential Theft,Enterprise,Medium,Threat Intelligence Platform
Oil & Gas,250,Very High,Yes,No,No,Yes,Yes,ISO27001,Credential Theft,Medium,High,ZTNA Solution
Healthcare,2500,Low,No,No,Yes,No,Yes,NIST,Business Email Compromise,Medium,Critical,DLP Solution
Manufacturing,500,High,Yes,No,No,Yes,Yes,PCI-DSS,Insider Threat,Very Low,Critical,PAM
Hospitality,50,Low,No,No,Yes,No,No,GDPR,Cloud Security,Very Low,Critical,Ransomware Protection
Real Estate,2500,Low,Yes,Yes,Yes,No,Yes,HITRUST,IoT Attack,Low,Critical,XDR Platform
Manufacturing,500,None,Yes,No,No,No,Yes,CCPA,Cloud Security,Enterprise,Medium,SOC-as-a-Service
Transportation,1000,Low,No,Yes,Yes,No,Yes,FedRAMP,Credential Theft,Very Low,High,NAC
Banking,500,Medium,Yes,No,No,Yes,No,NERC-CIP,Supply Chain Attack,High,High,NAC
Insurance,500,Medium,No,No,Yes,Yes,Yes,NERC-CIP,APT,Very Low,Critical,Email Security Gateway
Government,100,Low,No,No,Yes,Yes,No,HIPAA,Ransomware,Enterprise,Low,IAM
